SMILES,PubChem_IUPAC_Name,PubChem_Formula,PubChem_Mass,PubChem_Title,PubChem_Description,ChEMBL_ID,ChEMBL_Name,ChEMBL_Formula,ChEMBL_Weight,ChEMBL_Type,ChEMBL_Phase,ChEMBL_Mechanism,ChEMBL_Target,LD50_studies,LC50_studies,other_tox_studies
S(Cc1nc[nH]c1C)CCN/C(=N/C)/NC#N,,,,,,CHEMBL30,CIMETIDINE,C10H16N6S,252.35,Small molecule,4.0,Histamine H2 receptor antagonist,,,,
FC(F)(F)c1cc(CCCN[C@@H](c2c3c(ccc2)cccc3)C)ccc1,N-[(1R)-1-naphthalen-1-ylethyl]-3-[3-(trifluoromethyl)phenyl]propan-1-amine,C22H22F3N,357.17043419,Cinacalcet,,CHEMBL1200776,CINACALCET HYDROCHLORIDE,C22H23ClF3N,393.88,Small molecule,4.0,Calcium sensing receptor positive allosteric modulator,,0.0,0.0,0.0
O1c2cc3n(nc(c(=O)c3cc2OC1)C(=O)O)CC,"1-ethyl-4-oxo-[1,3]dioxolo[4,5-g]cinnoline-3-carboxylic acid",C12H10N2O5,262.05897142,Cinoxacin,,CHEMBL1208,CINOXACIN,C12H10N2O5,262.22,Small molecule,4.0,Bacterial DNA gyrase inhibitor,,0.0,0.0,0.0
ClC1(Cl)[C@@H](C1)c1ccc(OC(C)(C)C(=O)O)cc1,"2-[4-[(1S)-2,2-dichlorocyclopropyl]phenoxy]-2-methylpropanoic acid",C13H14Cl2O3,288.0319997,"Ciprofibrate, (S)-",,CHEMBL557555,CIPROFIBRATE,C13H14Cl2O3,289.16,Small molecule,4.0,Peroxisome proliferator-activated receptor alpha agonist,,0.0,0.0,0.0
Clc1nc2n([C@@H]3O[C@@H]([C@@H](O)C3)CO)cnc2c(n1)N,"(2R,3S,5R)-5-(6-amino-2-chloropurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol",C10H12ClN5O3,285.0628670,Cladribine,,CHEMBL17639,,C10H12ClN5O3,285.69,Small molecule,,,,0.0,0.0,0.0
O([C@@H]1[C@H]([C@H](O[C@@H]2O[C@H]([C@H](O)[C@](OC)(C2)C)C)[C@H](C(=O)O[C@@H]([C@@](O)([C@H](O)[C@H](C(=O)[C@@H](C[C@]1(OC)C)C)C)C)CC)C)C)[C@@H]1O[C@@H](C[C@H](N(C)C)[C@H]1O)C,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-12,13-dihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-7-methoxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",C38H69NO13,747.47689126,Clarithromycin,,CHEMBL1741,CLARITHROMYCIN,C38H69NO13,747.96,Small molecule,4.0,Bacterial 70S ribosome inhibitor,,0.0,0.0,0.0
Clc1c([C@H]2C(=C(NC(=C2C(=O)OC)C)C)C(=O)OCOC(=O)CCC)cccc1Cl,"5-O-(butanoyloxymethyl) 3-O-methyl (4R)-4-(2,3-dichlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",C21H23Cl2NO6,455.0902428,"Clevidipine, (R)-",,CHEMBL1237132,CLEVIDIPINE,C21H23Cl2NO6,456.32,Small molecule,4.0,Voltage-gated L-type calcium channel blocker,,,,
N1(CCN(CC1)c1c(cccc1)C)CCc1n2CCCCc2nn1,"3-[2-[4-(2-methylphenyl)piperazin-1-yl]ethyl]-5,6,7,8-tetrahydro-[1,2,4]triazolo[4,3-a]pyridine",C19H27N5,325.22664588,Dapiprazole,,CHEMBL1201044,DAPIPRAZOLE HYDROCHLORIDE,C19H28ClN5,361.92,Small molecule,4.0,Alpha-1a adrenergic receptor antagonist,,0.0,0.0,0.0
O1[C@@H]([C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CCCCCCCCC)Cc2c3c([nH]c2)cccc3)CC(=O)N)CC(=O)O)C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@@H]([C@@H](CC(=O)O)C)C(=O)N[C@@H](CC(=O)c2c(N)cccc2)C1=O)CO)CC(=O)O)C)C,,,,,,CHEMBL404822,,C72H101N17O26,1620.69,Small molecule,,,,,,
Clc1c(NC(=O)c2sc(Nc3nc(nc(N4CCN(CC4)CCO)c3)C)nc2)c(ccc1)C,,,,,,CHEMBL1421,DASATINIB,C22H26ClN7O2S,488.02,Small molecule,4.0,Tyrosine-protein kinase ABL inhibitor,,,,
O1[C@@H]([C@@H](O)C[C@@H]1n1c(=O)nc(nc1)N)CO,"4-amino-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,3,5-triazin-2-one",C8H12N4O4,228.08585488,Decitabine,,CHEMBL117470,,C8H12N4O4,228.21,Small molecule,,,,0.0,0.0,0.0
Oc1c(n(ccc1=O)C)C,"3-hydroxy-1,2-dimethylpyridin-4-one",C7H9NO2,139.063328530,Deferiprone,,CHEMBL70927,DEFERIPRONE,C7H9NO2,139.15,Small molecule,4.0,Unknown,,0.0,0.0,0.0
O=C(N([C@H]1Cc2c(C1)cccc2)CC(=O)O)[C@@H](N[C@@H](CCc1ccccc1)C(=O)OCC)C,"2-[2,3-dihydro-1H-inden-2-yl-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]amino]acetic acid",C26H32N2O5,452.23112213,Delapril,,CHEMBL589583,DELAPRIL,C26H32N2O5,452.55,Small molecule,3.0,Angiotensin-converting enzyme inhibitor,,0.0,0.0,0.0
S(=O)(=O)(Nc1cc2cc([nH]c2cc1)C(=O)N1CCN(CC1)c1ncccc1NC(C)C)C,N-[2-[4-[3-(propan-2-ylamino)pyridin-2-yl]piperazine-1-carbonyl]-1H-indol-5-yl]methanesulfonamide,C22H28N6O3S,456.19435995,Delavirdine,,CHEMBL593,DELAVIRDINE,C22H28N6O3S,456.57,Small molecule,4.0,,,0.0,0.0,0.0
O(c1cc([N+](C)(C)C)ccc1)C(=O)N(CCCCCCCCCCN(C(=O)Oc1cc([N+](C)(C)C)ccc1)C)C,trimethyl-[3-[methyl-[10-[methyl-[3-(trimethylazaniumyl)phenoxy]carbonylamino]decyl]carbamoyl]oxyphenyl]azanium,C32H52N4O4+2,556.39885615,Demecarium,,CHEMBL1200514,DEMECARIUM BROMIDE,C32H52Br2N4O4,716.60,Small molecule,4.0,Acetylcholinesterase inhibitor,,0.0,0.0,0.0
Clc1c2[C@@H](O)[C@H]3C[C@@H]4[C@](O)(C(=O)C3=C(O)c2c(O)cc1)C(=O)/C(=C(/O)\N)/C(=O)[C@H]4N(C)C,,,,,,,,,,,,,,,,
O([C@@H]1[C@H]([C@@H]2[C@@H](CN3[C@H](C2)c2[nH]c4c(c2CC3)cccc4)C[C@H]1OC(=O)c1cc(OC)c(OC)c(OC)c1)C(=O)OC)C,"methyl (1R,15S,17R,18R,19S,20S)-18-methoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",C32H38N2O8,578.26281617,Deserpidine,,CHEMBL1200515,DESERPIDINE,C32H38N2O8,578.66,Small molecule,4.0,Synaptic vesicular amine transporter inhibitor,,0.0,0.0,0.0
O[C@@]12[C@H]3[C@@H]([C@@]4([C@H](CC3)C[C@@H](O[C@@H]3O[C@@H]([C@@H](O[C@@H]5O[C@@H]([C@@H](O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)CO)[C@@H](O)C6)C)[C@@H](O)C5)C)[C@@H](O)C3)C)CC4)C)C[C@@H](O)[C@@]1([C@H](CC2)C1=CC(=O)OC1)C,"3-[(3S,5R,8R,9S,10S,12R,13S,14S,17R)-12,14-dihydroxy-3-[(2R,4S,5S,6R)-4-hydroxy-5-[(2S,4S,5S,6R)-4-hydroxy-5-[(2S,4S,5S,6R)-4-hydroxy-6-methyl-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-6-methyloxan-2-yl]oxy-6-methyloxan-2-yl]oxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",C47H74O19,942.48243013,Deslanoside,,CHEMBL1614,DESLANOSIDE,C47H74O19,943.09,Small molecule,4.0,Sodium/potassium-transporting ATPase inhibitor,,0.0,0.0,0.0
Clc1cc2c(C(=C3CCNCC3)c3ncccc3CC2)cc1,"13-chloro-2-piperidin-4-ylidene-4-azatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaene",C19H19ClN2,310.1236763,Desloratadine,,CHEMBL1172,DESLORATADINE,C19H19ClN2,310.83,Small molecule,4.0,Histamine H1 receptor antagonist,,0.0,0.0,0.0
S1SCCC(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N)C1)CC(=O)N)CCC(=O)N)Cc1ccccc1)Cc1ccc(O)cc1,,,,,,CHEMBL264448,,C46H64N14O12S2,1069.24,Small molecule,,,,,,
O1[C@]2([C@@]3([C@H]([C@H]4[C@H]([C@@H](O)C3)[C@@]3(C(=CC(=O)C=C3)CC4)C)C[C@H]2OC1(C)C)C)C(=O)CO,"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one",C24H32O6,416.21988874,Desonide,,CHEMBL1201109,DESONIDE,C24H32O6,416.51,Small molecule,4.0,Glucocorticoid receptor agonist,,0.0,0.0,0.0
F[C@@]12[C@H]([C@H]3[C@@]([C@H]([C@@H](C3)C)C(=O)CO)(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@]21C,"(8S,9R,10S,11S,13S,14S,16R,17S)-9-fluoro-11-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-7,8,11,12,14,15,16,17-octahydro-6H-cyclopenta[a]phenanthren-3-one",C22H29FO4,376.20498756,Desoximetasone,,CHEMBL16829,DEOXYMETHASONE,C22H29FO4,376.47,Small molecule,,,,0.0,0.0,0.0
OC1([C@@H](CN(C)C)c2ccc(O)cc2)CCCCC1,4-[(1R)-2-(dimethylamino)-1-(1-hydroxycyclohexyl)ethyl]phenol,C16H25NO2,263.188529040,"O-Desmethylvenlafaxine, (-)-",,CHEMBL1118,DESVENLAFAXINE,C16H25NO2,263.38,Small molecule,4.0,Serotonin transporter inhibitor,,,,
FC(F)(F)c1cc(C[C@H](NCC)C)ccc1,(2R)-N-ethyl-1-[3-(trifluoromethyl)phenyl]propan-2-amine,C12H16F3N,231.12348400,Levofenfluramine,,CHEMBL87493,FENFLURAMINE,C12H16F3N,231.26,Small molecule,4.0,,,0.0,0.0,0.0
OC(=O)[C@H](c1ccc(CC(C)C)cc1)C,(2S)-2-[4-(2-methylpropyl)phenyl]propanoic acid,C13H18O2,206.130679813,Dexibuprofen,,CHEMBL521,IBUPROFEN,C13H18O2,206.28,Small molecule,4.0,Cyclooxygenase inhibitor,,0.0,0.0,0.0
[S@@](=O)(Cc1nccc(OCC(F)(F)F)c1C)c1[nH]c2c(n1)cccc2,"2-[(R)-[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methylsulfinyl]-1H-benzimidazole",C16H14F3N3O2S,369.07588236,Dexlansoprazole,,CHEMBL480,LANSOPRAZOLE,C16H14F3N3O2S,369.37,Small molecule,4.0,Potassium-transporting ATPase inhibitor,,0.0,0.0,0.0
[nH]1c([C@@H](c2c(c(ccc2)C)C)C)cnc1,"5-[(1R)-1-(2,3-dimethylphenyl)ethyl]-1H-imidazole",C13H16N2,200.131348519,Levomedetomidine,,CHEMBL778,DEXMEDETOMIDINE,C13H16N2,200.28,Small molecule,4.0,,,,,
O(C(=O)[C@@H]([C@@H]1NCCCC1)c1ccccc1)C,methyl (2R)-2-phenyl-2-[(2R)-piperidin-2-yl]acetate,C14H19NO2,233.141578849,Dexmethylphenidate,,CHEMBL796,METHYLPHENIDATE,C14H19NO2,233.31,Small molecule,4.0,Dopamine transporter inhibitor,,0.0,0.0,0.0
O=C1NC(=O)CN([C@H](CN2CC(=O)NC(=O)C2)C)C1,"4-[(2S)-2-(3,5-dioxopiperazin-1-yl)propyl]piperazine-2,6-dione",C11H16N4O4,268.11715500,Dexrazoxane,,CHEMBL444186,RAZOXANE,C11H16N4O4,268.27,Small molecule,4.0,,,0.0,0.0,0.0
O1[C@@H]([C@H](O)[C@H](O)[C@H](O)[C@@H]1OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)C=O)CO[C@H]1O[C@@H]([C@@H](O)[C@@H](O)[C@H]1O)CO,,,,,,CHEMBL1697742,DEXTRAN,C18H32O16,504.44,Small molecule,3.0,,,,,
N[C@H](Cc1ccccc1)C,(2S)-1-phenylpropan-2-amine,C9H13N,135.104799419,Dextroamphetamine,,CHEMBL405,AMPHETAMINE,C9H13N,135.21,Small molecule,4.0,Dopamine transporter releasing agent,,0.0,0.0,0.0
O(c1cc2[C@@]34[C@@H]([C@H](N(CC3)C)Cc2cc1)CCCC4)C,"(1R,9R,10S)-4-methoxy-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene",C18H25NO,271.193614421,"(1R,9R,10S)-4-methoxy-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene",,CHEMBL282713,,C18H25NO,271.40,Small molecule,,,,0.0,0.0,0.0
O1[C@@H]([C@@H](O)[C@H](O)[C@H](O)[C@@H]1O)CO,"(2R,3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C6H12O6,180.06338810,beta-D-Mannopyranose,,CHEMBL300520,b-D-GALACTOSE,C6H12O6,180.16,Small molecule,,,,,,
Ic1cc(C[C@@H](N)C(=O)O)cc(I)c1Oc1cc(I)c(O)c(I)c1,"(2R)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid",C15H11I4NO4,776.6867,Dextrothyroxine,,CHEMBL559,DEXTROTHYROXINE,C15H11I4NO4,776.87,Small molecule,4.0,Thyroid hormone receptor agonist,,0.0,0.0,0.0
Oc1cc2[C@@]3([C@H](N)[C@H](Cc2cc1)CCCCC3)C,"(1R,9S,15R)-15-amino-1-methyltricyclo[7.5.1.02,7]pentadeca-2(7),3,5-trien-4-ol",C16H23NO,245.177964357,"(5R,11S,13S)-13-amino-5-methyl-5,6,7,8,9,10,11,12-octahydro-5,11-methanobenzo[10]annulen-3-ol",,CHEMBL1685,DEZOCINE,C16H23NO,245.37,Small molecule,4.0,Mu opioid receptor partial agonist,,0.0,0.0,0.0
O(c1c2c(C(=O)c3c(C2=O)c(OC(=O)C)ccc3)cc(c1)C(=O)O)C(=O)C,"4,5-diacetyloxy-9,10-dioxoanthracene-2-carboxylic acid",C19H12O8,368.05321734,Diacerein,,CHEMBL41286,DIACEREIN,C19H12O8,368.30,Small molecule,4.0,Unknown,,0.0,0.0,0.0
Ic1c(NC(=O)C)c(I)c(c(I)c1NC(=O)C)C(=O)O,"3,5-diacetamido-2,4,6-triiodobenzoic acid",C11H9I3N2O4,613.7696,Diatrizoic Acid,,CHEMBL1200581,DIATRIZOATE SODIUM,C11H8I3N2NaO4,635.90,Small molecule,4.0,Diagnostic agent,,0.0,0.0,0.0
F[C@@]12[C@H]([C@H]3[C@@]([C@](O)([C@H](C3)C)C(=O)CO)(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@]21C,"(6S,8S,9R,10S,11S,13S,14S,16S,17R)-6,9-difluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",C22H28F2O5,410.19048031,Diflorasone,,CHEMBL1201392,FLUMETHASONE,C22H28F2O5,410.46,Small molecule,2.0,,,,,
Fc1c(c2cc(c(O)cc2)C(=O)O)ccc(F)c1,"5-(2,4-difluorophenyl)-2-hydroxybenzoic acid",C13H8F2O3,250.04415044,Diflunisal,,CHEMBL898,DIFLUNISAL,C13H8F2O3,250.20,Small molecule,4.0,Cyclooxygenase inhibitor,,0.0,0.0,0.0
F[C@@]12[C@H]([C@H]3[C@@]([C@](OC(=O)CCC)(CC3)C(=O)COC(=O)C)(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@]21C,"[(6S,8S,9R,10S,11S,13S,14S,17R)-17-(2-acetyloxyacetyl)-6,9-difluoro-11-hydroxy-10,13-dimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] butanoate",C27H34F2O7,508.22725974,Difluprednate,,CHEMBL1201749,DIFLUPREDNATE,C27H34F2O7,508.56,Small molecule,4.0,Glucocorticoid receptor agonist,,0.0,0.0,0.0
O[C@@]12[C@H]3[C@@H]([C@@]4([C@H](CC3)C[C@@H](O[C@@H]3O[C@@H]([C@@H](O[C@@H]5O[C@@H]([C@@H](O[C@@H]6O[C@@H]([C@@H](O)[C@@H](O)C6)C)[C@@H](O)C5)C)[C@@H](O)C3)C)CC4)C)CC[C@@]1([C@H](CC2)C1=CC(=O)OC1)C,"3-[(3S,5R,8R,9S,10S,13R,14S,17R)-3-[(2R,4S,5S,6R)-5-[(2S,4S,5S,6R)-5-[(2S,4S,5S,6R)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",C41H64O13,764.43469209,Digitoxin,,CHEMBL267817,,C41H64O13,764.95,Small molecule,,,,0.0,0.0,0.0
O[C@@]12[C@H]3[C@@H]([C@@]4([C@H](CC3)C[C@@H](O[C@@H]3O[C@@H]([C@@H](O[C@@H]5O[C@@H]([C@@H](O[C@@H]6O[C@@H]([C@@H](O)[C@@H](O)C6)C)[C@@H](O)C5)C)[C@@H](O)C3)C)CC4)C)C[C@@H](O)[C@@]1([C@@H](CC2)C1=CC(=O)OC1)C,"3-[(3S,5R,8R,9S,10S,12R,13S,14S,17S)-3-[(2R,4S,5S,6R)-5-[(2S,4S,5S,6R)-5-[(2S,4S,5S,6R)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-12,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",C41H64O14,780.42960671,"3-[(3S,5R,8R,9S,10S,12R,13S,14S,17S)-3-[(2R,4S,5S,6R)-5-[(2S,4S,5S,6R)-5-[(2S,4S,5S,6R)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-12,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",,CHEMBL20692,,C41H64O14,780.95,Small molecule,,,,,,
n1nc(NN)c2c(c1NN)cccc2,(4-hydrazinylphthalazin-1-yl)hydrazine,C8H10N6,190.09669434,Dihydralazine,,CHEMBL35505,DIHYDRALAZINE,C8H10N6,190.21,Small molecule,3.0,,,0.0,0.0,0.0
S1[C@H]([C@@H](OC(=O)C)C(=O)N(CCN(C)C)c2c1cccc2)c1ccc(OC)cc1,"[(2S,3S)-5-[2-(dimethylamino)ethyl]-2-(4-methoxyphenyl)-4-oxo-2,3-dihydro-1,5-benzothiazepin-3-yl] acetate",C22H26N2O4S,414.16132849,Diltiazem,,CHEMBL23,DILTIAZEM,C22H26N2O4S,414.53,Small molecule,4.0,,,0.0,0.0,0.0
O=N(=O)c1cc(N(=O)=O)ccc1,"1,3-dinitrobenzene",C6H4N2O4,168.01710661,"1,3-Dinitrobenzene",,CHEMBL114070,DINITROPHENYLENE,C6H4N2O4,168.11,Small molecule,,,,0.0,0.0,0.0
O[C@@H]1[C@@H]([C@H]([C@H](O)C1)/C=C/[C@@H](O)CCCCC)C/C=C\CCCC(=O)O,,,,,,CHEMBL815,DINOPROST,C20H34O5,354.49,Small molecule,4.0,,,,,
O[C@H]1[C@@H]([C@H](C(=O)C1)C/C=C\CCCC(=O)O)/C=C/[C@@H](O)CCCCC,,,,,,CHEMBL548,DINOPROSTONE,C20H32O5,352.47,Small molecule,4.0,Prostaglandin E2 receptor agonist,,,,
O1CCOCC1,"1,4-dioxane",C4H8O2,88.052429494,"1,4-Dioxane",,CHEMBL453716,DIOXANE,C4H8O2,88.11,Small molecule,,,,0.0,0.0,0.0
O[C@@](CCCN1CCCCC1)(c1ccccc1)c1ccccc1,"1,1-diphenyl-4-piperidin-1-ylbutan-1-ol",C21H27NO,309.209264485,Diphenidol,,CHEMBL936,DIPHENIDOL,C21H27NO,309.45,Small molecule,4.0,,,0.0,0.0,0.0
S(c1ccccc1)c1ccccc1,phenylsulfanylbenzene,C12H10S,186.05032149,Diphenyl sulfide,,CHEMBL219876,DIPHENYLSULFANE,C12H10S,186.28,Small molecule,,,,0.0,0.0,0.0
O(C(=O)C(C)(C)C)c1c(OC(=O)C(C)(C)C)ccc([C@H](O)CNC)c1,"[2-(2,2-dimethylpropanoyloxy)-4-[(1S)-1-hydroxy-2-(methylamino)ethyl]phenyl] 2,2-dimethylpropanoate",C19H29NO5,351.20457303,"Dipivefrine, (S)-",,CHEMBL1200833,DIPIVEFRIN HYDROCHLORIDE,C19H30ClNO5,387.90,Small molecule,4.0,Adrenergic receptor agonist,,,,
OCCN(c1nc(N2CCCCC2)c2nc(nc(N3CCCCC3)c2n1)N(CCO)CCO)CCO,"2-[[2-[bis(2-hydroxyethyl)amino]-4,8-di(piperidin-1-yl)pyrimido[5,4-d]pyrimidin-6-yl]-(2-hydroxyethyl)amino]ethanol",C24H40N8O4,504.31725179,Dipyridamole,,CHEMBL932,DIPYRIDAMOLE,C24H40N8O4,504.64,Small molecule,4.0,Equilibrative nucleoside transporter 1 inhibitor,,0.0,0.0,0.0
[n+]12CC[n+]3c(c1cccc2)cccc3,"7,10-diazoniatricyclo[8.4.0.02,7]tetradeca-1(14),2,4,6,10,12-hexaene",C12H12N2+2,184.100048391,Diquat,,CHEMBL1599022,,C12H12Br2N2,344.05,Small molecule,,,,0.0,0.0,0.0
O1[C@@H]2[C@H]([C@@H](N[C@H]1COCCOC)[C@@H](C[C@@](O)([C@H](O[C@@H]1O[C@@H](C[C@H](N(C)C)[C@H]1O)C)[C@H]([C@H](O[C@@H]1O[C@H]([C@H](O)[C@](OC)(C1)C)C)[C@H](C(=O)O[C@@H]([C@]2(O)C)CC)C)C)C)C)C,"(1R,2R,3R,6R,7S,8S,9R,10R,12R,13S,15R,17S)-9-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-3-ethyl-2,10-dihydroxy-7-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-15-(2-methoxyethoxymethyl)-2,6,8,10,12,17-hexamethyl-4,16-dioxa-14-azabicyclo[11.3.1]heptadecan-5-one",C42H78N2O14,834.54530517,Dirithromycin,,CHEMBL317200,,C42H78N2O14,835.09,Small molecule,,,,0.0,0.0,0.0
O=C(N)[C@](CCN(C(C)C)C(C)C)(c1ccccc1)c1ncccc1,(2R)-4-[di(propan-2-yl)amino]-2-phenyl-2-pyridin-2-ylbutanamide,C21H29N3O,339.231062557,"2-Pyridineacetamide, alpha-(2-(bis(1-methylethyl)amino)ethyl)-alpha-phenyl-, (R)-",,CHEMBL269362,DISOPIRAMIDE,C21H29N3O,339.48,Small molecule,,,,0.0,0.0,0.0
Clc1c(OCCOS(=O)(=O)O)ccc(Cl)c1,"2-(2,4-dichlorophenoxy)ethyl hydrogen sulfate",C8H8Cl2O5S,285.9469499,Disul,,,,,,,,,,,,
Oc1cc(CCN[C@@H](CCc2ccc(O)cc2)C)ccc1O,"4-[2-[[(2R)-4-(4-hydroxyphenyl)butan-2-yl]amino]ethyl]benzene-1,2-diol",C18H23NO3,301.16779360,(R)-Dobutamine,,CHEMBL926,DOBUTAMINE,C18H23NO3,301.39,Small molecule,4.0,,,,,
O1Cc2c(/C(=C\CCN(C)C)/c3c1cccc3)cccc2,,,,,,CHEMBL860,E-DOXEPIN,C19H21NO,279.38,Small molecule,,,,,,
O[C@@H]1C/C(=C/C=C\2/[C@H]3[C@@]([C@H](CC3)[C@H](C)/C=C/[C@@H](C(C)C)C)(CCC2)C)/C(=C)[C@@H](O)C1,,,,,,CHEMBL1200810,DOXERCALCIFEROL,C28H44O2,412.66,Small molecule,4.0,Vitamin D receptor agonist,,,,
O([C@H]1C[C@@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)c(OC)ccc2)C(=O)CO)[C@@H]1O[C@H]([C@@H](O)[C@@H](N)C1)C,"(7S,9S)-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",C27H29NO11,543.17406074,Doxorubicin,,CHEMBL6608,,C27H29NO11,543.53,Small molecule,,,,0.0,0.0,0.0
O([C@@](c1ccccc1)(c1ncccc1)C)CCN(C)C,"N,N-dimethyl-2-[(1S)-1-phenyl-1-pyridin-2-ylethoxy]ethanamine",C17H22N2O,270.173213330,"Doxylamine, (S)-",,CHEMBL1004,DOXYLAMINE,C17H22N2O,270.38,Small molecule,4.0,,,0.0,0.0,0.0
O(c1ccc(/C(=C(/CC)\c2ccccc2)/c2cc(O)ccc2)cc1)CCN(C)C,,,,,,CHEMBL487,DROLOXIFENE,C26H29NO2,387.52,Small molecule,3.0,Estrogen receptor modulator,,,,
O1C([C@H]2[C@H](c3c1cc(cc3O)CCCCC)C=C(CC2)C)(C)C,"(6aR,10aR)-6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol",C21H30O2,314.224580195,Dronabinol,,CHEMBL465,DRONABINOL,C21H30O2,314.47,Small molecule,4.0,Cannabinoid CB1 receptor agonist,,0.0,0.0,0.0
FC(F)(F)c1c(NC(=O)[C@@H]2[C@@]3([C@H]([C@H]4[C@@H]([C@@]5([C@H](NC(=O)C=C5)CC4)C)CC3)CC2)C)cc(cc1)C(F)(F)F,"(1S,3aS,3bS,5aR,9aR,9bS,11aS)-N-[2,5-bis(trifluoromethyl)phenyl]-9a,11a-dimethyl-7-oxo-1,2,3,3a,3b,4,5,5a,6,9b,10,11-dodecahydroindeno[5,4-f]quinoline-1-carboxamide",C27H30F6N2O2,528.22114718,Dutasteride,,CHEMBL283245,,C27H30F6N2O2,528.54,Small molecule,,,,0.0,0.0,0.0
